Issuer Name,Issuer location,,Issuer sector,Bond type,Bonds per type,Amount issued (USD bn.),Lastest External Review Form,"External  Reviewer
",Latest External Review Report
SPCG PCL,Thailand,,Corporate - Utilities,Green,1,0.04bn,,Climate Bonds Initiative Certified,Sep-21
SPDB FINANCIAL LEASING CO LTD,China (mainland),,Financials - Commercial Finance,Green,1,0.47bn,Sep-19,Sustainalytics,Sep-19
SPECIALFASTIGHETER SVERIGE AB,Sweden,,SSA - Agencies,Green,3,0.20bn,Oct-21,Sustainalytics,Oct-21
SR-BOLIGKREDITT AS,Norway,,Financials - Financial services,Green,1,0.54bn,Aug-19,Climate Bonds Initiative Certified,Sep-19
SRI TRANG GLOVES THAILAND PCL,Thailand,,Corporate - Industrials,Green,3,0.04bn,Aug-22,DNV GL,Aug-22
SSAB AB,Sweden,,Corporate - Materials,Sustainability Linked Bonds,1,0.24bn,May-21,Sustainalytics,May-21
SSANGYONG C&E CO LTD,Korea,,Corporate - Materials,Green,1,0.03bn,Sep-21,Moody's,Sep-21
SSB BOLIGKREDITT AS,Norway,,Financials - Banking,Green,1,0.03bn,Jan-20,Sustainalytics,Jan-20
SSE PLC,United Kingdom,,Corporate - Utilities,Green,3,2.14bn,,DNV GL,Mar-21
STADSHYPOTEK AB,Sweden,,Financials - Banking,Green,1,1.08bn,,Cicero,Aug-22
STANDARD BANK GROUP LTD,South Africa,,Financials - Banking,Green,3,3.16bn,Feb-20,Other,Nov-21
STANDARD BANK NAMIBIA LTD,Namibia,,Financials - Banking,Green,2,0.02bn,Feb-20,Other,Nov-21
STANDARD CHARTERED BANK,United Kingdom,,Financials - Banking,Sustainability,27,0.38bn,Nov-22,Sustainalytics,Nov-22
STANDARD CHARTERED PLC,United Kingdom,,Financials - Banking,Sustainability,4,1.65bn,Jan-21,Sustainalytics,Jan-21
STANGASTADEN AB,Sweden,,Financials - Real estate,Green,1,0.08bn,,Cicero,Sep-19
STAR ENERGY GEOTHERMAL DARAJAT II / STAR ENERGY GEOTHERMAL SALAK,Bermuda,,Corporate - Utilities,Green,4,1.11bn,,Other,Sep-20
STAR ENERGY GEOTHERMAL WAYANG WINDU LTD,Virgin Islands,,Corporate - Utilities,Green,2,0.58bn,Jun-18,Other,Feb-18
STARBUCKS CORPORATION,United States,,Corporate - Consumer Discretionary,Sustainability,3,2.24bn,May-19,Sustainalytics,May-19
STARTS PROCEED INVESTMENT CORP,Japan,,Financials - Real estate,Green,1,0.01bn,,Japan Credit Rating Agency,Nov-21
STARWOOD PROPERTY TRUST INC,United States,,Financials - Consumer Finance,Sustainability,8,1.60bn,,,
STATE GRID CORP OF CHINA,China (mainland),,Corporate - Utilities,Sustainability Linked Bonds,2,1.23bn,,Other,Apr-22
STATE GRID EUROPE DEVELOPMENT 2014 PLC,United Kingdom,,Corporate - Utilities,Green,1,0.35bn,,S&P,Mar-22
STATE OF CONNECTICUT,United States,,SSA - Quasi-sovereigns,Green,21,0.23bn,May-17,Sustainalytics,Jun-19
STATE OF THE NETHERLANDS (THE),Netherlands,,SSA - Sovereigns,Green,1,17.55bn,Mar-19,Sustainalytics,Mar-19
STATE STREET CORPORATION,United States,,Financials - Financial services,Sustainability,1,0.50bn,Oct-22,Sustainalytics,Oct-22
STATKRAFT AS,Norway,,Corporate - Utilities,Green,4,1.07bn,,Cicero,Apr-22
STATNETT SF,Norway,,Corporate - Utilities,Green,5,0.83bn,,Cicero,Jan-19
STAVMAT EPITOANYAG KERESKEDELMI ZRT,Hungary,,Corporate - Materials,Green,1,0.02bn,Jul-21,Other,Jul-21
STEDIN HOLDING N.V.,Netherlands,,Corporate - Utilities,Green,3,1.67bn,,ISS-Oekom,Nov-21
STELLANTIS NV,Netherlands,,Corporate - Consumer Discretionary,Green,1,1.33bn,,Cicero,Jan-23
STEM INC,United States,,Corporate - Energy,Green,2,0.70bn,,,
STENA METALL FINANS AB,Sweden,,Corporate - Industrials,Green,1,0.10bn,,Cicero,Apr-22
STOCKHOLM EXERGI HOLDING AB,Sweden,,Corporate - Utilities,Green,10,0.72bn,,Cicero,Aug-19
STOCKHOLMS KOOPERATIVA BOSTADSFORENING KOOPERATIV HYRESRATTSFORENING,Sweden,,Financials - Real estate,Green,4,0.16bn,,Cicero,Mar-22
STONEWATER FUNDING PLC,United Kingdom,,Financials - Real estate,Sustainability,1,0.35bn,,ISS-Oekom,Jun-21
STORA ENSO OYJ,Finland,,Corporate - Materials,Green,5,1.08bn,Feb-18,Sustainalytics,Feb-18
STOREBRAND BOLIGKREDITT AS,Norway,,Financials - Consumer Finance,Green,1,0.56bn,May-22,Sustainalytics,May-22
STOREBRAND LIVSFORSIKRING AS,Norway,,Financials - Insurance,Green,4,0.62bn,May-22,Sustainalytics,May-22
STORM BV,Netherlands,,Corporate - Materials,Green,1,0.54bn,Mar-22,Climate Bonds Initiative Certified,Mar-22
STUDENTBOSTADER I SVERIGE AB,Sweden,,Financials - Real estate,Sustainability,1,0.07bn,Apr-21,ISS-Oekom,Apr-21
SÜDZUCKER INTERNATIONAL FINANCE B.V.,Netherlands,,Corporate - Consumer Staples,Sustainability Linked Bonds,1,0.39bn,,S&P,Oct-22
SUEZ,France,,Corporate - Utilities,Green,5,4.41bn,Mar-22,Sustainalytics,Mar-22
SUMITOMO CORPORATION,Japan,,Corporate - Industrials,Green,1,0.15bn,Feb-22,Sustainalytics,Feb-22
SUMITOMO FORESTRY CO LTD,Japan,,Corporate - Materials,Green,1,0.09bn,,Vigeo Eiris,Sep-18
SUMITOMO METAL MINING CO. LTD,Japan,,Corporate - Materials,Green,1,0.00bn,,Japan Credit Rating Agency,Oct-22
SUMITOMO MITSUI AUTO SERVICE CO LTD,Japan,,Financials - Consumer Finance,Green,1,0.09bn,Sep-20,Other,Sep-20
SUMITOMO MITSUI AUTO SERVICE CO LTD,Japan,,Financials - Consumer Finance,Sustainability,2,0.16bn,,Other,Mar-21
SUMITOMO MITSUI BANKING CORPORATION,Japan,,Financials - Banking,Green,4,0.47bn,Oct-22,Sustainalytics,Oct-22
SUMITOMO MITSUI CONSTRUCTION CO LTD,Japan,,Corporate - Consumer Discretionary,Sustainability,1,0.04bn,,Japan Credit Rating Agency,Feb-22
SUMITOMO MITSUI FINANCE & LEASING CO LTD,Japan,,Financials - Commercial Finance,Green,1,0.14bn,Feb-20,Sustainalytics,Feb-20
"SUMITOMO MITSUI FINANCIAL GROUP, INC.",Japan,,Financials - Banking,Green,4,2.14bn,Dec-21,Sustainalytics,Dec-21
SUMITOMO MITSUI TRUST BANK LIMITED,Japan,,Financials - Financial services,Green,6,1.50bn,Feb-21,Sustainalytics,Feb-21
SUMITOMO MITSUI TRUST PANASONIC FINANCE CO LTD,Japan,,Financials - Commercial Finance,Green,2,0.10bn,,Japan Credit Rating Agency,Sep-21
SUMITOMO REALTY & DEVELOPMENT CO LTD,Japan,,Financials - Real estate,Green,1,0.23bn,May-22,Other,May-22
SUMITOMO WAREHOUSE CO LTD/THE,Japan,,Corporate - Industrials,Green,3,0.14bn,Aug-19,Japan Credit Rating Agency,Sep-19
SUMMIT INDUSTRIAL INCOME REIT,Canada,,Financials - Real estate,Green,1,0.20bn,,DNV GL,Apr-21
SUN LIFE FINANCIAL INC,Canada,,Financials - Insurance,Sustainability,1,0.57bn,Mar-19,Sustainalytics,Mar-19
SUNDELL ESTATE NYRT,Hungary,,Financials - Real estate,Green,1,0.00bn,,Other,Apr-21
SUNNDAL SPAREBANK,Norway,,Financials - Banking,Green,1,0.01bn,,Cicero,Dec-18
SUNNHORDLAND KRAFTLAG AS,Norway,,Corporate - Utilities,Green,1,0.04bn,,Cicero,Mar-21
SUNNOVA ENERGY CORP,United States,,Corporate - Energy,Green,2,0.40bn,,Cicero,Jul-21
SURBANA JURONG PTE LTD,Singapore,,Corporate - Industrials,Sustainability Linked Bonds,1,0.19bn,,PwC,Jan-21
SUSTAINABLE CAPITAL PLC,United Kingdom,,Financials - Financial services,Green,3,0.20bn,May-20,Cicero,May-22
SUZANO AUSTRIA GMBH,Austria,,Corporate - Materials,Green,2,0.70bn,,Sustainalytics,Jun-16
SUZANO AUSTRIA GMBH,Austria,,Corporate - Materials,Sustainability Linked Bonds,3,2.75bn,,ISS-Oekom,Jun-21
SUZHOU SND GROUP CO LTD,China (mainland),,Financials - Real estate,Green,1,0.03bn,,,
SVEASKOG AB,Sweden,,Corporate - Materials,Green,8,0.51bn,,Cicero,Mar-23
SVENSK FASTIGHETSFINANSIERING AB,Sweden,,Financials - Consumer Finance,Green,5,0.29bn,,Cicero,Jan-21
SVENSKA CELLULOSA AKTIEBOLAGET SCA (PUBL),Sweden,,Corporate - Materials,Green,2,0.18bn,,Cicero,May-21
SVENSKA HANDELSBANKEN AB,Sweden,,Financials - Banking,Green,3,1.93bn,,Cicero,Aug-22
SVERIGES SAKERSTALLDA OBLIGATIONER AB,Sweden,,Financials - Consumer Finance,Green,1,0.66bn,,Cicero,Jan-19
SWEDAVIA AB,Sweden,,Corporate - Industrials,Green,2,0.13bn,Sep-19,Cicero,Sep-19
SWEDBANK AB,Sweden,,Financials - Banking,Green,5,4.50bn,,ISS-Oekom,Sep-22
SWEDEN GOVERNMENT INTERNATIONAL BOND,Sweden,,SSA - Sovereigns,Green,2,2.31bn,,Cicero,Jun-20
SWEIHAN PV POWER CO PJSC,United Arab Emirates,,Corporate - Energy,Green,2,0.70bn,,DNV GL,Aug-21
SWIRE PROPERTIES MTN FINANCING LTD,China (Hong Kong),,Financials - Real estate,Green,10,0.92bn,Jan-18,Sustainalytics,Jan-18
SWISS CONFEDERATION GOVERNMENT BOND,Switzerland,,SSA - Sovereigns,Green,1,0.00bn,,ISS-Oekom,Jul-22
SWISS LIFE FINANCE LIMITED,Virgin Islands,,Financials - Insurance,Green,1,0.71bn,Aug-21,Sustainalytics,Aug-21
SWISS LIFE HOLDING AG,Switzerland,,Financials - Insurance,Green,2,0.40bn,Oct-19,Sustainalytics,Oct-19
SWISS PRIME SITE FINANCE AG,Switzerland,,Financials - Real estate,Green,2,0.67bn,,ISS-Oekom,Oct-20
SWISSCOM AG,Switzerland,,Corporate - Communications,Green,2,0.27bn,Mar-20,Sustainalytics,Mar-20
SWISSCOM FINANCE BV,Netherlands,,Corporate - Communications,Green,1,0.54bn,Mar-20,Sustainalytics,Mar-20
SYDBANK A/S,Denmark,,Financials - Banking,Green,1,0.49bn,May-22,Sustainalytics,May-22
SYSCO CORP,United States,,Corporate - Consumer Staples,Sustainability,1,0.50bn,Feb-20,Sustainalytics,Feb-20
TADAU ENERGY SDN BHD,Malaysia,,Corporate - Utilities,Green,11,0.04bn,,Cicero,Jul-17
TAIPEI FUBON COMMERCIAL BANK CO LTD,Taiwan,,Financials - Banking,Green,1,0.04bn,,,
TAIPEI FUBON COMMERCIAL BANK CO LTD,Taiwan,,Financials - Banking,Social,2,0.08bn,Jul-21,KPMG,Apr-23
TAISEI CORPORATION,Japan,,Corporate - Industrials,Green,1,0.09bn,,Japan Credit Rating Agency,Dec-21
TAIWAN COOPERATIVE BANK LTD,Taiwan,,Financials - Banking,Social,1,0.04bn,,,
TAIWAN COOPERATIVE BANK LTD,Taiwan,,Financials - Banking,Sustainability,3,0.20bn,,Deloitte,Jun-22
TAIWAN HIGH SPEED RAIL CORP,Taiwan,,Corporate - Consumer Discretionary,Sustainability,1,0.04bn,,,
TAIWAN POWER CO,Taiwan,,Corporate - Utilities,Green,4,0.54bn,,KPMG,Apr-22
TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,Taiwan,,Corporate - Technology,Green,9,1.28bn,,Deloitte,Apr-22
TAIWAN SHIN KONG COMMERCIAL BANK CO LTD,Taiwan,,Financials - Banking,Green,1,0.04bn,,,
TAKAMATSU CONSTRUCTION GROUP CO LTD,Japan,,Corporate - Industrials,Sustainability Linked Bonds,1,0.09bn,,Japan Credit Rating Agency,Mar-21
TAKASAGO THERMAL ENGINEERING CO LTD,Japan,,Corporate - Industrials,Green,1,0.05bn,Jun-19,Japan Credit Rating Agency,Jul-19
TAKASHIMAYA COMPANY LIMITED,Japan,,Corporate - Consumer Discretionary,Green,1,0.09bn,Nov-21,Other,Nov-21
TALANX AKTIENGESELLSCHAFT,Germany,,Financials - Insurance,Green,1,0.56bn,Oct-21,Sustainalytics,Oct-21
TALENT YIELD EURO LTD,Virgin Islands,,Corporate - Utilities,Green,1,0.59bn,,Vigeo Eiris,Sep-20
TAMARACK VALLEY ENERGY LTD,Canada,,Corporate - Energy,Sustainability Linked Bonds,2,0.31bn,,S&P,Jan-22
TATRA BANKA AS,Slovakia,,Financials - Banking,Green,4,0.90bn,Mar-21,Sustainalytics,Mar-21
TC ZIRAAT BANKASI AS,Turkey,,Financials - Banking,Sustainability,2,1.20bn,Aug-20,Sustainalytics,Aug-20
TCCL (FINANCE) LTD.,China (Hong Kong),,Corporate - Utilities,Sustainability Linked Bonds,1,0.20bn,,DNV GL,Mar-22
TDC NET A/S,Denmark,,Corporate - Communications,Sustainability Linked Bonds,3,1.63bn,,Sustainalytics,May-22
TDK CORP,Japan,,Corporate - Technology,Sustainability Linked Bonds,1,0.35bn,,Other,Oct-21
TEGRA INCORPORADORA SA,Brazil,,Financials - Real estate,Green,1,0.05bn,Mar-22,Other,Mar-22
TEKNISKA VERKEN I LINKOPING AB,Sweden,,Corporate - Utilities,Green,1,0.03bn,,Cicero,Sep-19
TELE2 AB,Sweden,,Corporate - Communications,Sustainability Linked Bonds,2,0.16bn,May-22,Sustainalytics,May-22
TELEFONICA EMISIONES SA,Spain,,Corporate - Communications,Green,1,1.14bn,,,
TELEFONICA EMISIONES SA,Spain,,Corporate - Communications,Sustainability,1,1.05bn,Jan-21,Sustainalytics,Jan-21
TELEFONICA EUROPE BV,Netherlands,,Corporate - Communications,Green,3,2.42bn,Jan-21,Sustainalytics,Jan-21
TELEFONICA EUROPE BV,Netherlands,,Corporate - Communications,Sustainability,2,2.05bn,Jan-21,Sustainalytics,Jan-21
TELEKOSANG HYDRO ONE SDN BHD,Malaysia,,Corporate - Energy,Green,17,0.14bn,May-19,Other,May-19
TELEPERFORMANCE,France,,Corporate - Technology,Sustainability Linked Bonds,1,0.52bn,,Moody's,Apr-22
TELIA COMPANY AB (PUBL),Sweden,,Corporate - Communications,Green,3,1.29bn,Jul-19,Sustainalytics,Jul-19
TELUS CORP,Canada,,Corporate - Communications,Sustainability Linked Bonds,3,2.33bn,Jun-21,Sustainalytics,Jun-21
TENNESSEE VALLEY AUTHORITY,United States,,SSA - Agencies,Green,1,0.50bn,Sep-21,Sustainalytics,Sep-21
TENNET HOLDING B.V.,Netherlands,,Corporate - Utilities,Green,26,20.48bn,,ISS-Oekom,Mar-22
TENSIO AS,Norway,,Corporate - Utilities,Green,1,0.09bn,,Cicero,Apr-21
TEPCO RENEWABLE POWER INC,Japan,,Corporate - Utilities,Green,3,0.57bn,Aug-21,Japan Credit Rating Agency,Mar-22
TERNA - RETE ELETTRICA NAZIONALE S.P.A.,Italy,,Corporate - Utilities,Green,5,4.15bn,,Vigeo Eiris,Jan-22
TERNA ENERGY FINANCE SA,Greece,,Corporate - Utilities,Green,1,0.17bn,,Vigeo Eiris,Jan-19
TESCO CORPORATE TREASURY,United Kingdom,,Corporate - Consumer Staples,Sustainability Linked Bonds,1,0.55bn,,Sustainalytics,Dec-20
TESCO CORPORATE TREASURY SERVICES PLC,United Kingdom,,Corporate - Consumer Staples,Sustainability Linked Bonds,1,0.91bn,,Sustainalytics,Dec-20
TEVA PHARMACEUTICAL FINANCIAL INDUSTRIES LIMITED,Israel,,Corporate - Health Care,Sustainability Linked Bonds,4,5.01bn,,ISS-Oekom,Aug-22
THAI UNION GROUP PCL,Thailand,,Corporate - Consumer Staples,Sustainability Linked Bonds,3,0.34bn,Jul-21,Sustainalytics,Jul-21
THAIFOODS GROUP PCL,United Kingdom,,Corporate - Consumer Staples,Social,3,0.07bn,,DNV GL,Jun-22
THAILAND (KINGDOM OF),Thailand,,SSA - Sovereigns,Sustainability,2,2.55bn,Jul-20,Sustainalytics,Jul-20
THAMES WATER UTILITIES FINANCE PLC,United Kingdom,,Corporate - Utilities,Green,6,3.17bn,,DNV GL,Dec-21
THAMES WATER UTILITIES LTD,United Kingdom,,Corporate - Utilities,Green,1,0.31bn,,DNV GL,Jan-18
THE PROVINCE OF JUJUY,Argentina,,SSA - Quasi-sovereigns,Green,1,0.21bn,Jul-17,Sustainalytics,Jul-17
THE STANDARD BANK OF SOUTH AFRICA LTD,South Africa,,Financials - Banking,Social,2,0.24bn,Feb-20,Sustainalytics,Feb-20
THERMO FISHER SCIENTIFIC FINANCE I BV,United States,,Corporate - Health Care,Sustainability,1,0.64bn,Oct-21,Sustainalytics,Oct-21
THP PARTNERSHIP,Canada,,Financials - Financial services,Green,1,0.22bn,,,
THREE GORGES FINANCE II CAYMAN ISLANDS LTD,Cayman Islands,,Corporate - Energy,Green,1,0.73bn,,EY,Jun-17
TIANJIN CAPITAL ENVIRONMENTAL PROTECTION GROUP CO LTD,China (mainland),,Corporate - Utilities,Green,1,0.09bn,,Other,Jun-22
TIKEHAU CAPITAL SCA,France,,Financials - Financial services,Sustainability,1,0.59bn,,ISS-Oekom,Mar-21
TIM S.P.A.,Italy,,Corporate - Communications,Sustainability,1,1.22bn,Oct-20,Sustainalytics,Oct-20
TINE SA,Norway,,Corporate - Consumer Staples,Green,1,0.05bn,,Cicero,Nov-22
TLFF I PTE LTD,Singapore,,Financials - Financial services,Green,4,0.08bn,,Vigeo Eiris,Jan-18
TNB POWER GENERATION SDN BHD,Malaysia,,Corporate - Utilities,Sustainability,7,0.79bn,,Other,Apr-22
TOBU RAILWAY CO. LTD,Japan,,Corporate - Consumer Discretionary,Green,1,0.08bn,Apr-22,Other,Apr-22
TODA CORP,Japan,,Corporate - Industrials,Green,2,0.14bn,Jul-20,Sustainalytics,Jul-20
TODA CORP,Japan,,Corporate - Industrials,Sustainability Linked Bonds,1,0.08bn,Feb-22,Other,Feb-22
TOHOKU ELECTRIC POWER CO INC,Japan,,Corporate - Utilities,Green,3,0.22bn,,DNV GL,Jul-20
TOHOKU UNIVERSITY NATIONAL UNIVERSITY CORP,Japan,,Corporate - Consumer Discretionary,Sustainability,1,0.08bn,,,
TOKYO CENTURY CORP,Japan,,Financials - Commercial Finance,Green,1,0.09bn,Oct-18,Other,Oct-18
TOKYO GAS CO LTD,Japan,,Corporate - Utilities,Green,1,0.10bn,Dec-20,Other,Dec-20
TOKYO METRO CO LTD,Japan,,Corporate - Consumer Discretionary,Sustainability,2,0.18bn,Aug-21,Other,Aug-21
TOKYO METROPOLITAN GOVERNMENT,Japan,,SSA - Quasi-sovereigns,Green,15,1.25bn,Feb-22,ISS-Oekom,Sep-22
TOKYO METROPOLITAN GOVERNMENT,Japan,,SSA - Quasi-sovereigns,Social,4,0.98bn,Jun-21,Other,Jan-22
TOKYO METROPOLITAN HOUSING SUPPLY CORP,Japan,,SSA - Quasi-sovereigns,Social,9,0.48bn,,Other,Jun-20
TOKYO TATEMONO CO LTD,Japan,,Financials - Real estate,Green,1,0.45bn,Feb-19,Japan Credit Rating Agency,Mar-19
TOKYO TATEMONO CO LTD,Japan,,Financials - Real estate,Sustainability,4,0.84bn,,Japan Credit Rating Agency,Jun-20
TOKYU CORP,Japan,,Corporate - Consumer Discretionary,Sustainability,5,0.44bn,,Japan Credit Rating Agency,Sep-22
TOKYU CORP,Japan,,Corporate - Consumer Discretionary,Sustainability Linked Bonds,1,0.07bn,,,
TOKYU FUDOSAN HOLDINGS CORP,Japan,,Financials - Real estate,Green,3,0.24bn,Nov-19,Japan Credit Rating Agency,Nov-20
TOKYU FUDOSAN HOLDINGS CORP,Japan,,Financials - Real estate,Sustainability,1,0.29bn,Nov-20,Japan Credit Rating Agency,Dec-20
TOKYU FUDOSAN HOLDINGS CORP,Japan,,Financials - Real estate,Sustainability Linked Bonds,1,0.09bn,,,
TOKYU REIT INC,Japan,,Financials - Real estate,Green,2,0.04bn,,Japan Credit Rating Agency,Jan-23
TOMRA SYSTEMS ASA,Norway,,Corporate - Industrials,Green,2,0.10bn,,Cicero,Oct-22
TORNATOR OYJ,Finland,,Corporate - Materials,Green,1,0.41bn,,Cicero,Sep-19
TORONTO-DOMINION BANK/THE,Canada,,Financials - Banking,Green,1,0.50bn,,DNV GL,Aug-20
TORONTO-DOMINION BANK/THE,Canada,,Financials - Banking,Sustainability,1,0.50bn,Sep-20,DNV GL,Aug-20
TOYOBO CO LTD,Japan,,Corporate - Industrials,Social,1,0.09bn,Nov-21,Other,Nov-21
TOYOTA FINANCE CORP,Japan,,Corporate - Consumer Discretionary,Green,2,0.82bn,Oct-20,Other,Oct-20
TOYOTA LEASING THAILAND CO LTD,Thailand,,Corporate - Consumer Discretionary,Green,1,0.06bn,Apr-21,Sustainalytics,Apr-21
TOYOTA MOTOR CORP,Japan,,Corporate - Consumer Discretionary,Sustainability,7,4.40bn,,Vigeo Eiris,Feb-21
TOYOTA MOTOR CREDIT CORPORATION,United States,,Corporate - Consumer Discretionary,Green,1,0.75bn,Jan-20,Sustainalytics,Jan-20
TOYOTA TSUSHO FINANCE INTERNATIONAL B.V.,Netherlands,,Corporate - Materials,Green,1,0.11bn,Oct-22,Sustainalytics,Oct-22
TRANSMISSION FINANCE DAC,Ireland,,Corporate - Utilities,Green,1,0.37bn,,Cicero,May-21
TRANSPORT FOR LONDON,United Kingdom,,SSA - Quasi-sovereigns,Green,1,0.60bn,,DNV GL,Apr-15
TRANSPORTS PUBLICS GENEVOIS,Switzerland,,Corporate - Industrials,Green,1,0.10bn,Aug-22,Sustainalytics,Aug-22
TREASURY CORPORATION OF VICTORIA,Australia,,SSA - Quasi-sovereigns,Sustainability,1,3.19bn,,EY,Sep-21
TRELLEBORG TREASURY AB,Sweden,,Corporate - Industrials,Green,1,0.12bn,Jun-21,Sustainalytics,Jun-21
TRIODOS BANK NV,Netherlands,,Financials - Banking,Green,1,0.29bn,,Vigeo Eiris,Oct-21
TRITAX BIG BOX REIT PLC,United Kingdom,,Financials - Real estate,Green,1,0.33bn,Nov-20,Sustainalytics,Nov-20
TRITAX EUROBOX PLC,United Kingdom,,Financials - Real estate,Green,1,0.61bn,Apr-21,Sustainalytics,Apr-21
TRONDERENERGI AS,Norway,,Corporate - Utilities,Green,2,0.18bn,,Cicero,Feb-21
TRUIST FINANCIAL CORP,United States,,Financials - Banking,Social,1,1.25bn,Feb-21,Sustainalytics,Feb-21
TSK CORP/KOREA,Korea,,Corporate - Industrials,Green,1,0.09bn,,EY,Jul-20
TSM - TRANSMISSORA SERRA DA MANTIQUEIRA SA,Brazil,,Corporate - Utilities,Green,1,0.13bn,Dec-19,Other,Dec-19
TURKEY (REPUBLIC OF),Turkey,,SSA - Sovereigns,Sustainability,1,2.50bn,Nov-21,Sustainalytics,Nov-21
TURKIYE GARANTI BANKASI AS,Turkey,,Financials - Banking,Green,1,0.05bn,Jan-20,Sustainalytics,Jan-20
TURKIYE IS BANKASI AS,Turkey,,Financials - Banking,Green,2,0.06bn,,,
TURKIYE SINAI KALKINMA BANKASI AS,Turkey,,Financials - Banking,Sustainability,3,1.00bn,Dec-20,Sustainalytics,Dec-20
TÜRKIYE VAKIFLAR BANKASI T.A.O.,Turkey,,Financials - Banking,Sustainability,4,2.50bn,Jun-20,Sustainalytics,Jun-20
UBS AG,Switzerland,,Financials - Banking,Green,2,0.87bn,Jun-21,Sustainalytics,Jun-21
UDR INC,United States,,Financials - Real estate,Green,1,0.35bn,,,
UEP PENONOME II SA,Panama,,Corporate - Energy,Green,2,0.26bn,,,
UITM SOLAR POWER DUA SDN BHD,Malaysia,,Corporate - Energy,Green,12,0.02bn,,,
UITM SOLAR POWER SDN BHD,Malaysia,,Corporate - Energy,Green,13,0.05bn,,Cicero,Jan-18
ULSAN GPS CORP,Korea,,Corporate - Utilities,Green,4,0.24bn,,Other,Jun-22
ULTRATECH CEMENT LIMITED,India,,Corporate - Materials,Sustainability Linked Bonds,2,0.40bn,,ISS-Oekom,Feb-21
UNEDIC ASSEO,France,,SSA - Agencies,Social,11,34.02bn,,ISS-Oekom,Jun-20
UNIBAIL-RODAMCO-WESTFIELD SE,France,,Financials - Real estate,Green,1,1.03bn,,,
UNICAJA BANCO SA,Spain,,Financials - Banking,Green,2,1.03bn,,DNV GL,May-22
UNICREDIT BANK AG,Germany,,Financials - Banking,Green,2,1.09bn,,ISS-Oekom,Jun-21
UNICREDIT BANK AUSTRIA AG,Austria,,Financials - Banking,Green,2,1.32bn,,ISS-Oekom,Jun-21
UNICREDIT JELZALOGBANK ZRT,Hungary,,Financials - Banking,Green,1,0.07bn,,ISS-Oekom,Jun-21
UNICREDIT S.P.A.,Italy,,Financials - Banking,Green,2,2.19bn,,ISS-Oekom,Jun-21
UNICREDIT S.P.A.,Italy,,Financials - Banking,Social,1,0.18bn,,ISS-Oekom,Jun-21
UNION ELECTRIC CO,United States,,Corporate - Utilities,Green,2,1.05bn,,S&P,Jun-21
UNION PACIFIC CORPORATION,United States,,Corporate - Industrials,Green,1,0.60bn,Jul-22,Sustainalytics,Jul-22
UNIONE DI BANCHE ITALIANE SPA,Italy,,Financials - Banking,Green,1,0.56bn,,ISS-Oekom,Mar-19
UNIPOL GRUPPO S.P.A.,Italy,,Financials - Insurance,Green,1,1.19bn,Sep-20,Sustainalytics,Sep-20
UNIQA INSURANCE GROUP AG,Austria,,Financials - Insurance,Green,2,0.65bn,Jun-20,Sustainalytics,Jun-20
UNITED KINGDOM GILT,United Kingdom,,SSA - Sovereigns,Green,2,25.12bn,,Vigeo Eiris,Jun-21
UNITED MEXICAN STATES,Mexico,,SSA - Sovereigns,Sustainability,4,7.51bn,,Vigeo Eiris,Jul-21
UNITED MICROELECTRONICS CORP,Taiwan,,Corporate - Technology,Green,2,0.27bn,,EY,Mar-21
UNITED OVERSEAS BANK LTD,Singapore,,Financials - Banking,Sustainability,4,1.50bn,Mar-21,Sustainalytics,Mar-21
UNITED URBAN INVESTMENT CORP,Japan,,Financials - Real estate,Green,1,0.09bn,Apr-19,Japan Credit Rating Agency,May-19
UNITED UTILITIES WATER FINANCE PLC,United Kingdom,,Corporate - Utilities,Sustainability,2,0.78bn,Nov-20,Sustainalytics,Nov-20
UNITY 1 SUKUK LTD,United Arab Emirates,,Corporate - Consumer Discretionary,Sustainability Linked Bonds,1,0.60bn,,Vigeo Eiris,Oct-20
UNIVERSITY COLLEGE LONDON,United Kingdom,,Corporate - Consumer Discretionary,Sustainability,1,0.43bn,,DNV GL,May-21
UNIVERSITY OF TOKYO NATIONAL UNIVERSITY CORP,Japan,,Corporate - Consumer Discretionary,Social,2,0.28bn,Sep-20,Japan Credit Rating Agency,Dec-21
UNIVERSITY PROPERTIES OF FINLAND LTD,Finland,,Financials - Real estate,Green,1,0.11bn,,Cicero,Jul-18
UPM-KYMMENE CORPORATION,Finland,,Corporate - Materials,Green,3,2.00bn,,Cicero,Nov-20
URBAN RENAISSANCE AGENCY,Japan,,SSA - Agencies,Social,22,1.99bn,,Other,Aug-20
URUGUAY (REPUBLICA ORIENTAL DEL),Uruguay,,SSA - Sovereigns,Sustainability Linked Bonds,1,1.50bn,Sep-22,Sustainalytics,Sep-22
USAA CAPITAL CORP,United States,,Financials - Financial services,Sustainability,1,0.50bn,,ISS-Oekom,May-21
VACSE AB,Sweden,,Financials - Real estate,Green,6,0.30bn,May-18,Cicero,May-18
VAJDA-PAPIR GYARTO KERESKEDELMI ES SZOLGALTATO KFT,Hungary,,Corporate - Consumer Staples,Green,1,0.03bn,May-21,Other,May-21
VALEO,France,,Corporate - Consumer Discretionary,Sustainability Linked Bonds,2,1.60bn,,ISS-Oekom,Jul-21
VALFORTEC SL,Spain,,Corporate - Energy,Green,1,0.03bn,,,
